coug_l
2020-01-23,咳嗽,湖北省,952,57,895
2020-01-24,咳嗽,湖北省,935,66,869
2020-01-25,咳嗽,湖北省,977,72,905
2020-01-26,咳嗽,湖北省,942,61,881
2020-01-27,咳嗽,湖北省,945,72,873
2020-01-28,咳嗽,湖北省,931,68,863
2020-01-29,咳嗽,湖北省,917,57,860
2020-01-30,咳嗽,湖北省,921,61,860
2020-01-31,咳嗽,湖北省,924,61,863
2020-02-01,咳嗽,湖北省,866,61,805
2020-02-02,咳嗽,湖北省,913,61,852
2020-02-03,咳嗽,湖北省,758,57,701
2020-02-04,咳嗽,湖北省,710,59,651
2020-02-05,咳嗽,湖北省,692,64,628
2020-02-06,咳嗽,湖北省,703,61,642
2020-02-07,咳嗽,湖北省,693,61,632
2020-02-08,咳嗽,湖北省,602,59,543
2020-02-09,咳嗽,湖北省,741,68,673
2020-02-10,咳嗽,湖北省,839,59,780
2020-02-11,咳嗽,湖北省,903,61,842
2020-02-12,咳嗽,湖北省,791,72,719
2020-02-13,咳嗽,湖北省,782,66,716
2020-02-14,咳嗽,湖北省,658,59,599
2020-02-15,咳嗽,湖北省,571,61,510
2020-02-16,咳嗽,湖北省,560,57,503
2020-02-17,咳嗽,湖北省,902,68,834
2020-02-18,咳嗽,湖北省,815,61,754
2020-02-19,咳嗽,湖北省,757,61,696
2020-02-20,咳嗽,湖北省,684,66,618
2020-02-21,咳嗽,湖北省,740,59,681
2020-02-22,咳嗽,湖北省,536,0,536
2020-02-23,咳嗽,湖北省,600,61,539
2020-02-24,咳嗽,湖北省,629,61,568
2020-02-25,咳嗽,湖北省,656,64,592
2020-02-26,咳嗽,湖北省,603,57,546
2020-02-27,咳嗽,湖北省,543,57,486
2020-02-28,咳嗽,湖北省,554,61,493
2020-02-29,咳嗽,湖北省,522,63,459
2020-03-01,咳嗽,湖北省,540,57,483
